"GEO_ID","county","tract","Description","sum_row"
"26007000500","Alpena","000500","25 to 29 years ",128
"26007000500","Alpena","000500","30 to 34 years ",187
"26007000500","Alpena","000500","35 to 44 years ",232
"26007000500","Alpena","000500","45 to 54 years ",198
"26007000500","Alpena","000500","5 to 9 years ",110
"26007000500","Alpena","000500","55 to 64 years ",307
"26007000500","Alpena","000500","65 to 74 years ",246
"26007000500","Alpena","000500","75 to 84 years ",45
"26007000500","Alpena","000500","85 years and over ",36
"26007000500","Alpena","000500","Under 5 years ",94
"26007000600","Alpena","000600","10 to 14 years ",158
"26007000600","Alpena","000600","15 to 17 years ",70
"26007000600","Alpena","000600","18 and 19 years ",106
"26007000600","Alpena","000600","20 to 24 years ",112
